% Moku:Go Oscilloscope
% Channel A
% Channel B
% Time span 2.341 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2023-03-12 T 14:43:32 +1100
Time (s), Voltage (V)
-1.027584000000e-03, -9.999390e-01
-1.025280000000e-03, -9.999390e-01
-1.022976000000e-03, -9.999390e-01
-1.020672000000e-03, -9.999390e-01
-1.018368000000e-03, -9.999390e-01
-1.016064000000e-03, -9.999390e-01
-1.013760000000e-03, -9.999390e-01
-1.011456000000e-03, -9.999390e-01
-1.009152000000e-03, -9.999390e-01
-1.006848000000e-03, -9.999390e-01
-1.004544000000e-03, -9.999390e-01
-1.002240000000e-03, -9.999390e-01
-9.999360000000e-04, 0.000000e+00
-9.976320000000e-04, 9.999390e-01
-9.953280000000e-04, 9.999390e-01
-9.930240000000e-04, 9.999390e-01
-9.907200000000e-04, 9.999390e-01
-9.884160000000e-04, 9.999390e-01
-9.861120000000e-04, 9.999390e-01
-9.838080000000e-04, 9.999390e-01
-9.815040000000e-04, 9.999390e-01
-9.792000000000e-04, 9.999390e-01
-9.768960000000e-04, 9.999390e-01
-9.745920000000e-04, 9.999390e-01
-9.722880000000e-04, 9.999390e-01
-9.699840000000e-04, 9.999390e-01
-9.676800000000e-04, 9.999390e-01
-9.653760000000e-04, 9.999390e-01
-9.630720000000e-04, 9.999390e-01
-9.607680000000e-04, 9.999390e-01
-9.584640000000e-04, 9.999390e-01
-9.561600000000e-04, 9.999390e-01
-9.538560000000e-04, 9.999390e-01
-9.515520000000e-04, 9.999390e-01
-9.492480000000e-04, 9.999390e-01
-9.469440000000e-04, 9.999390e-01
-9.446400000000e-04, 9.999390e-01
-9.423360000000e-04, 9.999390e-01
-9.400320000000e-04, 9.999390e-01
-9.377280000000e-04, 9.999390e-01
-9.354240000000e-04, 9.999390e-01
-9.331200000000e-04, 9.999390e-01
-9.308160000000e-04, 9.999390e-01
-9.285120000000e-04, 9.999390e-01
-9.262080000000e-04, 9.999390e-01
-9.239040000000e-04, 9.999390e-01
-9.216000000000e-04, 9.999390e-01
-9.192960000000e-04, 9.999390e-01
-9.169920000000e-04, 9.999390e-01
-9.146880000000e-04, 9.999390e-01
-9.123840000000e-04, 9.999390e-01
-9.100800000000e-04, 9.999390e-01
-9.077760000000e-04, 9.999390e-01
-9.054720000000e-04, 9.999390e-01
-9.031680000000e-04, 9.999390e-01
-9.008640000000e-04, 9.999390e-01
-8.985600000000e-04, 9.999390e-01
-8.962560000000e-04, 9.999390e-01
-8.939520000000e-04, 9.999390e-01
-8.916480000000e-04, 9.999390e-01
-8.893440000000e-04, 9.999390e-01
-8.870400000000e-04, 9.999390e-01
-8.847360000000e-04, 9.999390e-01
-8.824320000000e-04, 9.999390e-01
-8.801280000000e-04, 9.999390e-01
-8.778240000000e-04, 9.999390e-01
-8.755200000000e-04, 9.999390e-01
-8.732160000000e-04, 9.999390e-01
-8.709120000000e-04, 9.999390e-01
-8.686080000000e-04, 9.999390e-01
-8.663040000000e-04, 9.999390e-01
-8.640000000000e-04, 9.999390e-01
-8.616960000000e-04, 9.999390e-01
-8.593920000000e-04, 9.999390e-01
-8.570880000000e-04, 9.999390e-01
-8.547840000000e-04, 9.999390e-01
-8.524800000000e-04, 9.999390e-01
-8.501760000000e-04, 9.999390e-01
-8.478720000000e-04, 9.999390e-01
-8.455680000000e-04, 9.999390e-01
-8.432640000000e-04, 9.999390e-01
-8.409600000000e-04, 9.999390e-01
-8.386560000000e-04, 9.999390e-01
-8.363520000000e-04, 9.999390e-01
-8.340480000000e-04, 9.999390e-01
-8.317440000000e-04, 9.999390e-01
-8.294400000000e-04, 9.999390e-01
-8.271360000000e-04, 9.999390e-01
-8.248320000000e-04, 9.999390e-01
-8.225280000000e-04, 9.999390e-01
-8.202240000000e-04, 9.999390e-01
-8.179200000000e-04, 9.999390e-01
-8.156160000000e-04, 9.999390e-01
-8.133120000000e-04, 9.999390e-01
-8.110080000000e-04, 9.999390e-01
-8.087040000000e-04, 9.999390e-01
-8.064000000000e-04, 9.999390e-01
-8.040960000000e-04, 9.999390e-01
-8.017920000000e-04, 9.999390e-01
-7.994880000000e-04, 9.999390e-01
-7.971840000000e-04, 9.999390e-01
-7.948800000000e-04, 9.999390e-01
-7.925760000000e-04, 9.999390e-01
-7.902720000000e-04, 9.999390e-01
-7.879680000000e-04, 9.999390e-01
-7.856640000000e-04, 9.999390e-01
-7.833600000000e-04, 9.999390e-01
-7.810560000000e-04, 9.999390e-01
-7.787520000000e-04, 9.999390e-01
-7.764480000000e-04, 9.999390e-01
-7.741440000000e-04, 9.999390e-01
-7.718400000000e-04, 9.999390e-01
-7.695360000000e-04, 9.999390e-01
-7.672320000000e-04, 9.999390e-01
-7.649280000000e-04, 9.999390e-01
-7.626240000000e-04, 9.999390e-01
-7.603200000000e-04, 9.999390e-01
-7.580160000000e-04, 9.999390e-01
-7.557120000000e-04, 9.999390e-01
-7.534080000000e-04, 9.999390e-01
-7.511040000000e-04, 9.999390e-01
-7.488000000000e-04, 9.999390e-01
-7.464960000000e-04, 9.999390e-01
-7.441920000000e-04, 9.999390e-01
-7.418880000000e-04, 9.999390e-01
-7.395840000000e-04, 9.999390e-01
-7.372800000000e-04, 9.999390e-01
-7.349760000000e-04, 9.999390e-01
-7.326720000000e-04, 9.999390e-01
-7.303680000000e-04, 9.999390e-01
-7.280640000000e-04, 9.999390e-01
-7.257600000000e-04, 9.999390e-01
-7.234560000000e-04, 9.999390e-01
-7.211520000000e-04, 9.999390e-01
-7.188480000000e-04, 9.999390e-01
-7.165440000000e-04, 9.999390e-01
-7.142400000000e-04, 9.999390e-01
-7.119360000000e-04, 9.999390e-01
-7.096320000000e-04, 9.999390e-01
-7.073280000000e-04, 9.999390e-01
-7.050240000000e-04, 9.999390e-01
-7.027200000000e-04, 9.999390e-01
-7.004160000000e-04, 9.999390e-01
-6.981120000000e-04, 9.999390e-01
-6.958080000000e-04, 9.999390e-01
-6.935040000000e-04, 9.999390e-01
-6.912000000000e-04, 9.999390e-01
-6.888960000000e-04, 9.999390e-01
-6.865920000000e-04, 9.999390e-01
-6.842880000000e-04, 9.999390e-01
-6.819840000000e-04, 9.999390e-01
-6.796800000000e-04, 9.999390e-01
-6.773760000000e-04, 9.999390e-01
-6.750720000000e-04, 9.999390e-01
-6.727680000000e-04, 9.999390e-01
-6.704640000000e-04, 9.999390e-01
-6.681600000000e-04, 9.999390e-01
-6.658560000000e-04, 9.999390e-01
-6.635520000000e-04, 9.999390e-01
-6.612480000000e-04, 9.999390e-01
-6.589440000000e-04, 9.999390e-01
-6.566400000000e-04, 9.999390e-01
-6.543360000000e-04, 9.999390e-01
-6.520320000000e-04, 9.999390e-01
-6.497280000000e-04, 9.999390e-01
-6.474240000000e-04, 9.999390e-01
-6.451200000000e-04, 9.999390e-01
-6.428160000000e-04, 9.999390e-01
-6.405120000000e-04, 9.999390e-01
-6.382080000000e-04, 9.999390e-01
-6.359040000000e-04, 9.999390e-01
-6.336000000000e-04, 9.999390e-01
-6.312960000000e-04, 9.999390e-01
-6.289920000000e-04, 9.999390e-01
-6.266880000000e-04, 9.999390e-01
-6.243840000000e-04, 9.999390e-01
-6.220800000000e-04, 9.999390e-01
-6.197760000000e-04, 9.999390e-01
-6.174720000000e-04, 9.999390e-01
-6.151680000000e-04, 9.999390e-01
-6.128640000000e-04, 9.999390e-01
-6.105600000000e-04, 9.999390e-01
-6.082560000000e-04, 9.999390e-01
-6.059520000000e-04, 9.999390e-01
-6.036480000000e-04, 9.999390e-01
-6.013440000000e-04, 9.999390e-01
-5.990400000000e-04, 9.999390e-01
-5.967360000000e-04, 9.999390e-01
-5.944320000000e-04, 9.999390e-01
-5.921280000000e-04, 9.999390e-01
-5.898240000000e-04, 9.999390e-01
-5.875200000000e-04, 9.999390e-01
-5.852160000000e-04, 9.999390e-01
-5.829120000000e-04, 9.999390e-01
-5.806080000000e-04, 9.999390e-01
-5.783040000000e-04, 9.999390e-01
-5.760000000000e-04, 9.999390e-01
-5.736960000000e-04, 9.999390e-01
-5.713920000000e-04, 9.999390e-01
-5.690880000000e-04, 9.999390e-01
-5.667840000000e-04, 9.999390e-01
-5.644800000000e-04, 9.999390e-01
-5.621760000000e-04, 9.999390e-01
-5.598720000000e-04, 9.999390e-01
-5.575680000000e-04, 9.999390e-01
-5.552640000000e-04, 9.999390e-01
-5.529600000000e-04, 9.999390e-01
-5.506560000000e-04, 9.999390e-01
-5.483520000000e-04, 9.999390e-01
-5.460480000000e-04, 9.999390e-01
-5.437440000000e-04, 9.999390e-01
-5.414400000000e-04, 9.999390e-01
-5.391360000000e-04, 9.999390e-01
-5.368320000000e-04, 9.999390e-01
-5.345280000000e-04, 9.999390e-01
-5.322240000000e-04, 9.999390e-01
-5.299200000000e-04, 9.999390e-01
-5.276160000000e-04, 9.999390e-01
-5.253120000000e-04, 9.999390e-01
-5.230080000000e-04, 9.999390e-01
-5.207040000000e-04, 9.999390e-01
-5.184000000000e-04, 9.999390e-01
-5.160960000000e-04, 9.999390e-01
-5.137920000000e-04, 9.999390e-01
-5.114880000000e-04, 9.999390e-01
-5.091840000000e-04, 9.999390e-01
-5.068800000000e-04, 9.999390e-01
-5.045760000000e-04, 9.999390e-01
-5.022720000000e-04, 9.999390e-01
-4.999680000000e-04, 0.000000e+00
-4.976640000000e-04, -9.999390e-01
-4.953600000000e-04, -9.999390e-01
-4.930560000000e-04, -9.999390e-01
-4.907520000000e-04, -9.999390e-01
-4.884480000000e-04, -9.999390e-01
-4.861440000000e-04, -9.999390e-01
-4.838400000000e-04, -9.999390e-01
-4.815360000000e-04, -9.999390e-01
-4.792320000000e-04, -9.999390e-01
-4.769280000000e-04, -9.999390e-01
-4.746240000000e-04, -9.999390e-01
-4.723200000000e-04, -9.999390e-01
-4.700160000000e-04, -9.999390e-01
-4.677120000000e-04, -9.999390e-01
-4.654080000000e-04, -9.999390e-01
-4.631040000000e-04, -9.999390e-01
-4.608000000000e-04, -9.999390e-01
-4.584960000000e-04, -9.999390e-01
-4.561920000000e-04, -9.999390e-01
-4.538880000000e-04, -9.999390e-01
-4.515840000000e-04, -9.999390e-01
-4.492800000000e-04, -9.999390e-01
-4.469760000000e-04, -9.999390e-01
-4.446720000000e-04, -9.999390e-01
-4.423680000000e-04, -9.999390e-01
-4.400640000000e-04, -9.999390e-01
-4.377600000000e-04, -9.999390e-01
-4.354560000000e-04, -9.999390e-01
-4.331520000000e-04, -9.999390e-01
-4.308480000000e-04, -9.999390e-01
-4.285440000000e-04, -9.999390e-01
-4.262400000000e-04, -9.999390e-01
-4.239360000000e-04, -9.999390e-01
-4.216320000000e-04, -9.999390e-01
-4.193280000000e-04, -9.999390e-01
-4.170240000000e-04, -9.999390e-01
-4.147200000000e-04, -9.999390e-01
-4.124160000000e-04, -9.999390e-01
-4.101120000000e-04, -9.999390e-01
-4.078080000000e-04, -9.999390e-01
-4.055040000000e-04, -9.999390e-01
-4.032000000000e-04, -9.999390e-01
-4.008960000000e-04, -9.999390e-01
-3.985920000000e-04, -9.999390e-01
-3.962880000000e-04, -9.999390e-01
-3.939840000000e-04, -9.999390e-01
-3.916800000000e-04, -9.999390e-01
-3.893760000000e-04, -9.999390e-01
-3.870720000000e-04, -9.999390e-01
-3.847680000000e-04, -9.999390e-01
-3.824640000000e-04, -9.999390e-01
-3.801600000000e-04, -9.999390e-01
-3.778560000000e-04, -9.999390e-01
-3.755520000000e-04, -9.999390e-01
-3.732480000000e-04, -9.999390e-01
-3.709440000000e-04, -9.999390e-01
-3.686400000000e-04, -9.999390e-01
-3.663360000000e-04, -9.999390e-01
-3.640320000000e-04, -9.999390e-01
-3.617280000000e-04, -9.999390e-01
-3.594240000000e-04, -9.999390e-01
-3.571200000000e-04, -9.999390e-01
-3.548160000000e-04, -9.999390e-01
-3.525120000000e-04, -9.999390e-01
-3.502080000000e-04, -9.999390e-01
-3.479040000000e-04, -9.999390e-01
-3.456000000000e-04, -9.999390e-01
-3.432960000000e-04, -9.999390e-01
-3.409920000000e-04, -9.999390e-01
-3.386880000000e-04, -9.999390e-01
-3.363840000000e-04, -9.999390e-01
-3.340800000000e-04, -9.999390e-01
-3.317760000000e-04, -9.999390e-01
-3.294720000000e-04, -9.999390e-01
-3.271680000000e-04, -9.999390e-01
-3.248640000000e-04, -9.999390e-01
-3.225600000000e-04, -9.999390e-01
-3.202560000000e-04, -9.999390e-01
-3.179520000000e-04, -9.999390e-01
-3.156480000000e-04, -9.999390e-01
-3.133440000000e-04, -9.999390e-01
-3.110400000000e-04, -9.999390e-01
-3.087360000000e-04, -9.999390e-01
-3.064320000000e-04, -9.999390e-01
-3.041280000000e-04, -9.999390e-01
-3.018240000000e-04, -9.999390e-01
-2.995200000000e-04, -9.999390e-01
-2.972160000000e-04, -9.999390e-01
-2.949120000000e-04, -9.999390e-01
-2.926080000000e-04, -9.999390e-01
-2.903040000000e-04, -9.999390e-01
-2.880000000000e-04, -9.999390e-01
-2.856960000000e-04, -9.999390e-01
-2.833920000000e-04, -9.999390e-01
-2.810880000000e-04, -9.999390e-01
-2.787840000000e-04, -9.999390e-01
-2.764800000000e-04, -9.999390e-01
-2.741760000000e-04, -9.999390e-01
-2.718720000000e-04, -9.999390e-01
-2.695680000000e-04, -9.999390e-01
-2.672640000000e-04, -9.999390e-01
-2.649600000000e-04, -9.999390e-01
-2.626560000000e-04, -9.999390e-01
-2.603520000000e-04, -9.999390e-01
-2.580480000000e-04, -9.999390e-01
-2.557440000000e-04, -9.999390e-01
-2.534400000000e-04, -9.999390e-01
-2.511360000000e-04, -9.999390e-01
-2.488320000000e-04, -9.999390e-01
-2.465280000000e-04, -9.999390e-01
-2.442240000000e-04, -9.999390e-01
-2.419200000000e-04, -9.999390e-01
-2.396160000000e-04, -9.999390e-01
-2.373120000000e-04, -9.999390e-01
-2.350080000000e-04, -9.999390e-01
-2.327040000000e-04, -9.999390e-01
-2.304000000000e-04, -9.999390e-01
-2.280960000000e-04, -9.999390e-01
-2.257920000000e-04, -9.999390e-01
-2.234880000000e-04, -9.999390e-01
-2.211840000000e-04, -9.999390e-01
-2.188800000000e-04, -9.999390e-01
-2.165760000000e-04, -9.999390e-01
-2.142720000000e-04, -9.999390e-01
-2.119680000000e-04, -9.999390e-01
-2.096640000000e-04, -9.999390e-01
-2.073600000000e-04, -9.999390e-01
-2.050560000000e-04, -9.999390e-01
-2.027520000000e-04, -9.999390e-01
-2.004480000000e-04, -9.999390e-01
-1.981440000000e-04, -9.999390e-01
-1.958400000000e-04, -9.999390e-01
-1.935360000000e-04, -9.999390e-01
-1.912320000000e-04, -9.999390e-01
-1.889280000000e-04, -9.999390e-01
-1.866240000000e-04, -9.999390e-01
-1.843200000000e-04, -9.999390e-01
-1.820160000000e-04, -9.999390e-01
-1.797120000000e-04, -9.999390e-01
-1.774080000000e-04, -9.999390e-01
-1.751040000000e-04, -9.999390e-01
-1.728000000000e-04, -9.999390e-01
-1.704960000000e-04, -9.999390e-01
-1.681920000000e-04, -9.999390e-01
-1.658880000000e-04, -9.999390e-01
-1.635840000000e-04, -9.999390e-01
-1.612800000000e-04, -9.999390e-01
-1.589760000000e-04, -9.999390e-01
-1.566720000000e-04, -9.999390e-01
-1.543680000000e-04, -9.999390e-01
-1.520640000000e-04, -9.999390e-01
-1.497600000000e-04, -9.999390e-01
-1.474560000000e-04, -9.999390e-01
-1.451520000000e-04, -9.999390e-01
-1.428480000000e-04, -9.999390e-01
-1.405440000000e-04, -9.999390e-01
-1.382400000000e-04, -9.999390e-01
-1.359360000000e-04, -9.999390e-01
-1.336320000000e-04, -9.999390e-01
-1.313280000000e-04, -9.999390e-01
-1.290240000000e-04, -9.999390e-01
-1.267200000000e-04, -9.999390e-01
-1.244160000000e-04, -9.999390e-01
-1.221120000000e-04, -9.999390e-01
-1.198080000000e-04, -9.999390e-01
-1.175040000000e-04, -9.999390e-01
-1.152000000000e-04, -9.999390e-01
-1.128960000000e-04, -9.999390e-01
-1.105920000000e-04, -9.999390e-01
-1.082880000000e-04, -9.999390e-01
-1.059840000000e-04, -9.999390e-01
-1.036800000000e-04, -9.999390e-01
-1.013760000000e-04, -9.999390e-01
-9.907200000000e-05, -9.999390e-01
-9.676800000000e-05, -9.999390e-01
-9.446400000000e-05, -9.999390e-01
-9.216000000000e-05, -9.999390e-01
-8.985600000000e-05, -9.999390e-01
-8.755200000000e-05, -9.999390e-01
-8.524800000000e-05, -9.999390e-01
-8.294400000000e-05, -9.999390e-01
-8.064000000000e-05, -9.999390e-01
-7.833600000000e-05, -9.999390e-01
-7.603200000000e-05, -9.999390e-01
-7.372800000000e-05, -9.999390e-01
-7.142400000000e-05, -9.999390e-01
-6.912000000000e-05, -9.999390e-01
-6.681600000000e-05, -9.999390e-01
-6.451200000000e-05, -9.999390e-01
-6.220800000000e-05, -9.999390e-01
-5.990400000000e-05, -9.999390e-01
-5.760000000000e-05, -9.999390e-01
-5.529600000000e-05, -9.999390e-01
-5.299200000000e-05, -9.999390e-01
-5.068800000000e-05, -9.999390e-01
-4.838400000000e-05, -9.999390e-01
-4.608000000000e-05, -9.999390e-01
-4.377600000000e-05, -9.999390e-01
-4.147200000000e-05, -9.999390e-01
-3.916800000000e-05, -9.999390e-01
-3.686400000000e-05, -9.999390e-01
-3.456000000000e-05, -9.999390e-01
-3.225600000000e-05, -9.999390e-01
-2.995200000000e-05, -9.999390e-01
-2.764800000000e-05, -9.999390e-01
-2.534400000000e-05, -9.999390e-01
-2.304000000000e-05, -9.999390e-01
-2.073600000000e-05, -9.999390e-01
-1.843200000000e-05, -9.999390e-01
-1.612800000000e-05, -9.999390e-01
-1.382400000000e-05, -9.999390e-01
-1.152000000000e-05, -9.999390e-01
-9.216000000000e-06, -9.999390e-01
-6.912000000000e-06, -9.999390e-01
-4.608000000000e-06, -9.999390e-01
-2.304000000000e-06, -9.999390e-01
0.000000000000e+00, 0.000000e+00
2.304000000000e-06, 9.999390e-01
4.608000000000e-06, 9.999390e-01
6.912000000000e-06, 9.999390e-01
9.216000000000e-06, 9.999390e-01
1.152000000000e-05, 9.999390e-01
1.382400000000e-05, 9.999390e-01
1.612800000000e-05, 9.999390e-01
1.843200000000e-05, 9.999390e-01
2.073600000000e-05, 9.999390e-01
2.304000000000e-05, 9.999390e-01
2.534400000000e-05, 9.999390e-01
2.764800000000e-05, 9.999390e-01
2.995200000000e-05, 9.999390e-01
3.225600000000e-05, 9.999390e-01
3.456000000000e-05, 9.999390e-01
3.686400000000e-05, 9.999390e-01
3.916800000000e-05, 9.999390e-01
4.147200000000e-05, 9.999390e-01
4.377600000000e-05, 9.999390e-01
4.608000000000e-05, 9.999390e-01
4.838400000000e-05, 9.999390e-01
5.068800000000e-05, 9.999390e-01
5.299200000000e-05, 9.999390e-01
5.529600000000e-05, 9.999390e-01
5.760000000000e-05, 9.999390e-01
5.990400000000e-05, 9.999390e-01
6.220800000000e-05, 9.999390e-01
6.451200000000e-05, 9.999390e-01
6.681600000000e-05, 9.999390e-01
6.912000000000e-05, 9.999390e-01
7.142400000000e-05, 9.999390e-01
7.372800000000e-05, 9.999390e-01
7.603200000000e-05, 9.999390e-01
7.833600000000e-05, 9.999390e-01
8.064000000000e-05, 9.999390e-01
8.294400000000e-05, 9.999390e-01
8.524800000000e-05, 9.999390e-01
8.755200000000e-05, 9.999390e-01
8.985600000000e-05, 9.999390e-01
9.216000000000e-05, 9.999390e-01
9.446400000000e-05, 9.999390e-01
9.676800000000e-05, 9.999390e-01
9.907200000000e-05, 9.999390e-01
1.013760000000e-04, 9.999390e-01
1.036800000000e-04, 9.999390e-01
1.059840000000e-04, 9.999390e-01
1.082880000000e-04, 9.999390e-01
1.105920000000e-04, 9.999390e-01
1.128960000000e-04, 9.999390e-01
1.152000000000e-04, 9.999390e-01
1.175040000000e-04, 9.999390e-01
1.198080000000e-04, 9.999390e-01
1.221120000000e-04, 9.999390e-01
1.244160000000e-04, 9.999390e-01
1.267200000000e-04, 9.999390e-01
1.290240000000e-04, 9.999390e-01
1.313280000000e-04, 9.999390e-01
1.336320000000e-04, 9.999390e-01
1.359360000000e-04, 9.999390e-01
1.382400000000e-04, 9.999390e-01
1.405440000000e-04, 9.999390e-01
1.428480000000e-04, 9.999390e-01
1.451520000000e-04, 9.999390e-01
1.474560000000e-04, 9.999390e-01
1.497600000000e-04, 9.999390e-01
1.520640000000e-04, 9.999390e-01
1.543680000000e-04, 9.999390e-01
1.566720000000e-04, 9.999390e-01
1.589760000000e-04, 9.999390e-01
1.612800000000e-04, 9.999390e-01
1.635840000000e-04, 9.999390e-01
1.658880000000e-04, 9.999390e-01
1.681920000000e-04, 9.999390e-01
1.704960000000e-04, 9.999390e-01
1.728000000000e-04, 9.999390e-01
1.751040000000e-04, 9.999390e-01
1.774080000000e-04, 9.999390e-01
1.797120000000e-04, 9.999390e-01
1.820160000000e-04, 9.999390e-01
1.843200000000e-04, 9.999390e-01
1.866240000000e-04, 9.999390e-01
1.889280000000e-04, 9.999390e-01
1.912320000000e-04, 9.999390e-01
1.935360000000e-04, 9.999390e-01
1.958400000000e-04, 9.999390e-01
1.981440000000e-04, 9.999390e-01
2.004480000000e-04, 9.999390e-01
2.027520000000e-04, 9.999390e-01
2.050560000000e-04, 9.999390e-01
2.073600000000e-04, 9.999390e-01
2.096640000000e-04, 9.999390e-01
2.119680000000e-04, 9.999390e-01
2.142720000000e-04, 9.999390e-01
2.165760000000e-04, 9.999390e-01
2.188800000000e-04, 9.999390e-01
2.211840000000e-04, 9.999390e-01
2.234880000000e-04, 9.999390e-01
2.257920000000e-04, 9.999390e-01
2.280960000000e-04, 9.999390e-01
2.304000000000e-04, 9.999390e-01
2.327040000000e-04, 9.999390e-01
2.350080000000e-04, 9.999390e-01
2.373120000000e-04, 9.999390e-01
2.396160000000e-04, 9.999390e-01
2.419200000000e-04, 9.999390e-01
2.442240000000e-04, 9.999390e-01
2.465280000000e-04, 9.999390e-01
2.488320000000e-04, 9.999390e-01
2.511360000000e-04, 9.999390e-01
2.534400000000e-04, 9.999390e-01
2.557440000000e-04, 9.999390e-01
2.580480000000e-04, 9.999390e-01
2.603520000000e-04, 9.999390e-01
2.626560000000e-04, 9.999390e-01
2.649600000000e-04, 9.999390e-01
2.672640000000e-04, 9.999390e-01
2.695680000000e-04, 9.999390e-01
2.718720000000e-04, 9.999390e-01
2.741760000000e-04, 9.999390e-01
2.764800000000e-04, 9.999390e-01
2.787840000000e-04, 9.999390e-01
2.810880000000e-04, 9.999390e-01
2.833920000000e-04, 9.999390e-01
2.856960000000e-04, 9.999390e-01
2.880000000000e-04, 9.999390e-01
2.903040000000e-04, 9.999390e-01
2.926080000000e-04, 9.999390e-01
2.949120000000e-04, 9.999390e-01
2.972160000000e-04, 9.999390e-01
2.995200000000e-04, 9.999390e-01
3.018240000000e-04, 9.999390e-01
3.041280000000e-04, 9.999390e-01
3.064320000000e-04, 9.999390e-01
3.087360000000e-04, 9.999390e-01
3.110400000000e-04, 9.999390e-01
3.133440000000e-04, 9.999390e-01
3.156480000000e-04, 9.999390e-01
3.179520000000e-04, 9.999390e-01
3.202560000000e-04, 9.999390e-01
3.225600000000e-04, 9.999390e-01
3.248640000000e-04, 9.999390e-01
3.271680000000e-04, 9.999390e-01
3.294720000000e-04, 9.999390e-01
3.317760000000e-04, 9.999390e-01
3.340800000000e-04, 9.999390e-01
3.363840000000e-04, 9.999390e-01
3.386880000000e-04, 9.999390e-01
3.409920000000e-04, 9.999390e-01
3.432960000000e-04, 9.999390e-01
3.456000000000e-04, 9.999390e-01
3.479040000000e-04, 9.999390e-01
3.502080000000e-04, 9.999390e-01
3.525120000000e-04, 9.999390e-01
3.548160000000e-04, 9.999390e-01
3.571200000000e-04, 9.999390e-01
3.594240000000e-04, 9.999390e-01
3.617280000000e-04, 9.999390e-01
3.640320000000e-04, 9.999390e-01
3.663360000000e-04, 9.999390e-01
3.686400000000e-04, 9.999390e-01
3.709440000000e-04, 9.999390e-01
3.732480000000e-04, 9.999390e-01
3.755520000000e-04, 9.999390e-01
3.778560000000e-04, 9.999390e-01
3.801600000000e-04, 9.999390e-01
3.824640000000e-04, 9.999390e-01
3.847680000000e-04, 9.999390e-01
3.870720000000e-04, 9.999390e-01
3.893760000000e-04, 9.999390e-01
3.916800000000e-04, 9.999390e-01
3.939840000000e-04, 9.999390e-01
3.962880000000e-04, 9.999390e-01
3.985920000000e-04, 9.999390e-01
4.008960000000e-04, 9.999390e-01
4.032000000000e-04, 9.999390e-01
4.055040000000e-04, 9.999390e-01
4.078080000000e-04, 9.999390e-01
4.101120000000e-04, 9.999390e-01
