% Moku:Go Oscilloscope
% Channel A
% Channel B
% Time span 2.341 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2023-03-12 T 14:44:29 +1100
% Time (s), Voltage (V), Freq (Hz), FFT (dBm)
-5.160960000000e-04, 9.999390e-01, 6.543360e-04, -7.279444e+01
-5.137920000000e-04, 9.999390e-01, 6.566400e-04, -3.743447e+01
-5.114880000000e-04, 9.999390e-01, 6.589440e-04, -2.922871e+01
-5.091840000000e-04, 9.999390e-01, 6.612480e-04, -2.525988e+01
-5.068800000000e-04, 9.999390e-01, 6.635520e-04, -2.427644e+01
-5.045760000000e-04, 9.999390e-01, 6.658560e-04, -2.609326e+01
-5.022720000000e-04, 9.999390e-01, 6.681600e-04, -3.109685e+01
-4.999680000000e-04, 0.000000e+00, 6.704640e-04, -4.141719e+01
-4.976640000000e-04, -9.999390e-01, 6.727680e-04, -5.534146e+01
-4.953600000000e-04, -9.999390e-01, 6.750720e-04, -5.252171e+01
-4.930560000000e-04, -9.999390e-01, 6.773760e-04, -4.414391e+01
-4.907520000000e-04, -9.999390e-01, 6.796800e-04, -3.245476e+01
-4.884480000000e-04, -9.999390e-01, 6.819840e-04, -2.691874e+01
-4.861440000000e-04, -9.999390e-01, 6.842880e-04, -2.468547e+01
-4.838400000000e-04, -9.999390e-01, 6.865920e-04, -2.526576e+01
-4.815360000000e-04, -9.999390e-01, 6.888960e-04, -2.877565e+01
-4.792320000000e-04, -9.999390e-01, 6.912000e-04, -3.620996e+01
-4.769280000000e-04, -9.999390e-01, 6.935040e-04, -5.666520e+01
-4.746240000000e-04, -9.999390e-01, 6.958080e-04, -5.023708e+01
-4.723200000000e-04, -9.999390e-01, 6.981120e-04, -5.817742e+01
-4.700160000000e-04, -9.999390e-01, 7.004160e-04, -3.669657e+01
-4.677120000000e-04, -9.999390e-01, 7.027200e-04, -2.918573e+01
-4.654080000000e-04, -9.999390e-01, 7.050240e-04, -2.562022e+01
-4.631040000000e-04, -9.999390e-01, 7.073280e-04, -2.498433e+01
-4.608000000000e-04, -9.999390e-01, 7.096320e-04, -2.716243e+01
-4.584960000000e-04, -9.999390e-01, 7.119360e-04, -3.263860e+01
-4.561920000000e-04, -9.999390e-01, 7.142400e-04, -4.414402e+01
-4.538880000000e-04, -9.999390e-01, 7.165440e-04, -5.343704e+01
-4.515840000000e-04, -9.999390e-01, 7.188480e-04, -5.545819e+01
-4.492800000000e-04, -9.999390e-01, 7.211520e-04, -4.262431e+01
-4.469760000000e-04, -9.999390e-01, 7.234560e-04, -3.216336e+01
-4.446720000000e-04, -9.999390e-01, 7.257600e-04, -2.710145e+01
