% Moku:Go Oscilloscope
% Channel A
% Channel B
% Time span 2.341 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2023-03-12 T 14:41:12 +1100
Time (s), Voltage (V), Freq (Hz), FFT (dBm)
-5.345280000000e-04, 2.084606e-01, 6.359040e-04, -9.950937e+01
-5.322240000000e-04, 1.942630e-01, 6.382080e-04, -1.026563e+02
-5.299200000000e-04, 1.799890e-01, 6.405120e-04, -1.125056e+02
-5.276160000000e-04, 1.657914e-01, 6.428160e-04, -1.148914e+02
-5.253120000000e-04, 1.514411e-01, 6.451200e-04, -1.075366e+02
-5.230080000000e-04, 1.370909e-01, 6.474240e-04, -1.051389e+02
-5.207040000000e-04, 1.227406e-01, 6.497280e-04, -1.056338e+02
-5.184000000000e-04, 1.083903e-01, 6.520320e-04, -1.074040e+02
-5.160960000000e-04, 9.404006e-02, 6.543360e-04, -1.026121e+02
-5.137920000000e-04, 7.961346e-02, 6.566400e-04, -9.888940e+01
-5.114880000000e-04, 6.511053e-02, 6.589440e-04, -9.682319e+01
-5.091840000000e-04, 5.076026e-02, 6.612480e-04, -9.529831e+01
-5.068800000000e-04, 3.625733e-02, 6.635520e-04, -9.480512e+01
-5.045760000000e-04, 2.175440e-02, 6.658560e-04, -9.641290e+01
-5.022720000000e-04, 7.251466e-03, 6.681600e-04, -1.008238e+02
-4.999680000000e-04, -7.251466e-03, 6.704640e-04, -1.081049e+02
-4.976640000000e-04, -2.160174e-02, 6.727680e-04, -1.108480e+02
-4.953600000000e-04, -3.610467e-02, 6.750720e-04, -1.060700e+02
-4.930560000000e-04, -5.060760e-02, 6.773760e-04, -1.032171e+02
-4.907520000000e-04, -6.503420e-02, 6.796800e-04, -1.029064e+02
-4.884480000000e-04, -7.946080e-02, 6.819840e-04, -1.052414e+02
-4.861440000000e-04, -9.388740e-02, 6.842880e-04, -1.098135e+02
-4.838400000000e-04, -1.083140e-01, 6.865920e-04, -1.087377e+02
-4.815360000000e-04, -1.226643e-01, 6.888960e-04, -1.059271e+02
-4.792320000000e-04, -1.370909e-01, 6.912000e-04, -1.069491e+02
-4.769280000000e-04, -1.513648e-01, 6.935040e-04, -1.138632e+02
-4.746240000000e-04, -1.656387e-01, 6.958080e-04, -1.109105e+02
-4.723200000000e-04, -1.799127e-01, 6.981120e-04, -1.064605e+02
-4.700160000000e-04, -1.941103e-01, 7.004160e-04, -1.049751e+02
-4.677120000000e-04, -2.083079e-01, 7.027200e-04, -1.059755e+02
-4.654080000000e-04, -2.224292e-01, 7.050240e-04, -1.124748e+02
-4.631040000000e-04, -2.365505e-01, 7.073280e-04, -1.133026e+02
-4.608000000000e-04, -2.505191e-01, 7.096320e-04, -1.043265e+02
-4.584960000000e-04, -2.645640e-01, 7.119360e-04, -1.041627e+02
-4.561920000000e-04, -2.785326e-01, 7.142400e-04, -1.149427e+02
-4.538880000000e-04, -2.924249e-01, 7.165440e-04, -1.056189e+02
-4.515840000000e-04, -3.061645e-01, 7.188480e-04, -9.870698e+01
-4.492800000000e-04, -3.199041e-01, 7.211520e-04, -9.632957e+01
-4.469760000000e-04, -3.335674e-01, 7.234560e-04, -9.685471e+01
-4.446720000000e-04, -3.472307e-01, 7.257600e-04, -1.001619e+02
-4.423680000000e-04, -3.608177e-01, 7.280640e-04, -1.033395e+02
-4.400640000000e-04, -3.742520e-01, 7.303680e-04, -1.023071e+02
-4.377600000000e-04, -3.876099e-01, 7.326720e-04, -1.006447e+02
-4.354560000000e-04, -4.008916e-01, 7.349760e-04, -9.994743e+01
-4.331520000000e-04, -4.140969e-01, 7.372800e-04, -1.010239e+02
-4.308480000000e-04, -4.272258e-01, 7.395840e-04, -1.045760e+02
-4.285440000000e-04, -4.402785e-01, 7.418880e-04, -1.105466e+02
-4.262400000000e-04, -4.532548e-01, 7.441920e-04, -1.060613e+02
-4.239360000000e-04, -4.661548e-01, 7.464960e-04, -1.023917e+02
-4.216320000000e-04, -4.789021e-01, 7.488000e-04, -1.018132e+02
-4.193280000000e-04, -4.914967e-01, 7.511040e-04, -1.040418e+02
-4.170240000000e-04, -5.040150e-01, 7.534080e-04, -1.105410e+02
-4.147200000000e-04, -5.165334e-01, 7.557120e-04, -1.238233e+02
-4.124160000000e-04, -5.288227e-01, 7.580160e-04, -1.105892e+02
-4.101120000000e-04, -5.411120e-01, 7.603200e-04, -1.060401e+02
-4.078080000000e-04, -5.532487e-01, 7.626240e-04, -1.059257e+02
-4.055040000000e-04, -5.651564e-01, 7.649280e-04, -1.104689e+02
-4.032000000000e-04, -5.771404e-01, 7.672320e-04, -1.108975e+02
-4.008960000000e-04, -5.888190e-01, 7.695360e-04, -1.034367e+02
-3.985920000000e-04, -6.004977e-01, 7.718400e-04, -9.971854e+01
-3.962880000000e-04, -6.120237e-01, 7.741440e-04, -9.821571e+01
-3.939840000000e-04, -6.233207e-01, 7.764480e-04, -9.851687e+01
